"recipeID","instructions"
"7246","rinse fillet pat spin-dry season salt pepper heat large inch skillet mediumhigh heat olive oil sear fillet minute side scatter garlic basil leave around fish turn heat low cover continue cook five minute fish close cook turn fillet midway cook remove fish keep warm add wine skillet turn heat high scrape brown bit reduce begin get syrupy add spinach snow pea toss sauce spinach wellwilted serve fish bed spinach top squeeze fresh lemon"
"7247","preheat grill broiler small saute pan heat olive oil mediumlow heat add rosemary garlic cook soften minute add olive cook another minute lie trout sheet aluminum foil season salt pepper drizzle olive mixture fillet wrap fillet slice pancetta secure toothpick wrap fillet foil grill broil minute fish cook serve immediately"
"7249","heat oven cfan cgas finely chop bacon mix together thyme lemon zest breadcrumb place fish fillet lightly oil bake dish sprinkle quarter breadcrumb mixture filletarrange lemon wedge around fish drizzle oil roast fish min cook flake easily top golden serve steam veg boil new potato"
"7250","mash fillet cream cheese lemon juice season taste trout will already somewhat salty add pinch cayenne desire taste serve cracker toast"
"7251","flake fish large piece transfer large bowl add cottage cheese onion creme fraiche olive oil season salt mix just combine serve grill bread"
"7252","put lentil deep saucepan cover cold water bring boil skim scum rise add chilli bay leaf simmer lentil nearly soft minute add carrot cook minute drain discard chilli bay leaf tip lentil bowlfry lardons fry pan fat run begin colour add garlic onion cook minute onion begin softentip mixture lentil toss good mix dress ingredient together gently fold lentil taste add salt pepper rest trout fillet lentil scatter parsley serve"
"7254","preheat oven degree f degree c line bake sheet aluminum foil toss bread crumb onion dill lemon zest garlic half olive oil season salt pepper taste press stuff trout brush trout remain olive oil season salt pepper place trout onto prepare bake sheet roast preheat oven skin fish begin brown flesh flake easily fork minute"
"7256","place buttermilk shallow nonreactive casserole dish season tablespoon essence hot sauce stir blend medium bowl combine corn flour masa harina tablespoon remain essence salt stir good blend place trout season flour turn coat side place buttermilk coat good side heat oil large cast iron fry pan medium heat place trout fillet corn flour mixture toss evenly coat lie trout smooth side skillet cook golden brown minute turn cook another minute side remove pan transfer paper towellined plate drain season remain tablespoon essence serve succotash mix green salad tablespoon paprika tablespoon salt tablespoon garlic powder tablespoon black pepper tablespoon onion powder tablespoon cayenne pepper tablespoon dry oregano tablespoon dry thyme combine ingredient thoroughly"
"7257","cut onion inch length add blender dress parsley cilantro blend smooth set aside chop remain green onion place medium bowl stir mango red onion coat side fish cracker crumb heat oil large skillet add garlic cook min golden brown remove garlic skillet slot spoon set aside late use add fish skinside skillet cook min side fish flake easily fork transfer platter cover keep warm repeat remain oil fish carefully wipe skillet paper towel cook fish top fish dress mixture mango mixture reserve fry garlic"
"7258","preheat oven cgas fan c slice half lemon stuff slice sprig dill cavity trout lie fish oil bake sheet make diagonal slash one side cm long drizzle tbsp olive oil fish season liberally bake minute put kettle boil stir chop dill yogurt squeeze lemon salt pepper set aside sprinkle salt cut side garlic cleave rub inside small bowl good way get garlic flavour food without strong empty boil water kettle small saucepan bring boil cook runner bean minute cook still slightly crunchy drain bean toss garlicky bowl radish remain oil serve fish warm bean yogurt sauce trim remain lemon wedge squeeze trout salad"
"7262","remove discard skin bone trout necessary flake trout small piece pulse cream cheese next ingredient food processor time combine stop scrape side need stir flake trout piece transfer serve dish serve immediately cover chill day chill let stand minute room temperature serve serve apple slice celery stick flatbread cracker garnish desire smoke salmonandhorseradish spread substitute oz package smoke salmon finely chop trout omit step proceed recipe direct party tip keep slice apple pear brown toss lemonlime soda work just like lemon juice without sour taste citric acid soda will keep fruit look fresh"
"7263","medium bowl combine trout tomato avocado lime juice toss gently season salt pepper spoon mixture onto corn chip sprinkle chive serve immediately"
"7264","cut egg half lengthwise remove yolk set egg white aside bowl food processor combine yolk mayo dijon salt lemon juice smoke trout process mixture smooth creamy scrape side need taste adjust salt necessary place egg white half serve plate scrape yolk mixture pastry bag ziptop plastic bag corner cut pipe mixture egg white half garnish fresh herb just serve place egg pot cover cold water cover bring boil allow egg boil one minute turn heat let egg sit hot water minute drain egg plunge ice bath cool egg ready use immediately can refrigerate one week note work good egg bite age ultrafresh egg like one get farmer market do peel good usually buy egg boil couple week advance"
"7266","remove skin trout discard combine trout cup heavy cream lemon juice horseradish food processor pulse combine remove small bowl process cream cheese additional tablespoon cream food processor light fluffy fold cream cheese mixture trout mixture season salt pepper taste serve toast baugette slice water cracker"
"7268","large skillet cook bacon moderately high heat brown crisp minute drain bacon paper towel bowl mix mayonnaise sour cream mustard season salt pepper add bacon smoke trout cherry tomato frise scallion toss coat spoon salad pita bread serve"
"7269","boil green beet water just wilt minute drain good colander squeeze much water possible coarse chop place shallow salad bowl drizzle green remain olive oil vinegar spoon beet mixture top scatter trout around beet sprinkle walnut salad serve calorie gram protein gram carbohydrate gram fiber gram fat gram saturate fat mg cholesterol mg sodium"
"7270","use back spoon mash garlic salt paste shallow glass ceramic dish whisk oil lemon juice chop tarragon sprig pepper add fish marinade turn coat completely cover refrigerate minute prepare coal grill cover white ash preheat broiler oil grill broiler rack remove fish marinade reserve marinade make crosswise incision skin prevent break grill grill broil fish inch away heat baste lightly reserve marinade minute turn fish grill opaque throughout minute serve garnish pomegranate seed tarragon sprig var article typedata article typedatainitstepbystepimages"
"7271","use knife carefully peel grapefruit sure remove bitter white pith work bowl cut membrane release grapefruit section bowl transfer section plate squeeze extra grapefruit juice membrane bowl stir vinegar shallot whisk crme frache oil season grapefruit vinaigrette salt pepper arrange endive large platter top grapefruit section dice avocado smoke trout serve pass vinaigrette table"
"7272","preheat oven f season trout inside salt pepper small bowl combine soften butter sage parsley blend good divide mixture four equal part spread one portion inside open trout close fish book rub large bake dish olive oil arrange trout comfortably within add cup wine bake minute baste occasionally gradually add remain wine compensate evaporation drain liquid small nonreactive saucepan cover trout keep warm boil cook liquid emulsify reduce minute spatula carefully transfer fish serve platter individual dish strain spoon reduce sauce var article typedata article typedatainitstepbystepimages"
"7273","use vegetable peeler shave carrot cucumber lengthwise ribbon cut ribbon inchlong section cut section matchsticksize strip place large bowl add shallot jalapeos lime juice sugar fish sauce let marinate minute room temperature add trout piece tomato vegetable mixture toss blend transfer troutvegetable mixture large strainer drain liquid return troutvegetable mixture bowl add mint basil toss blend arrange lettuce leave large platter divide troutvegetable salad among lettuce leave drizzle sweet chili sauce salad sprinkle peanut"
"7274","heat oil large castiron skillet add potato cook moderate heat toss tender golden brown minute add scallion onion cook soften add corn trout cook stir heat season hash salt pepper shallow pan simmer water poach egg white set yolk still runny minute remove egg slot spoon drain paper towel mound hash plate top egg serve"
"7275","place plank cool water allow soak less hour overnightpreheat grill degree f brush trout inside olive oil season inside salt pepper place trout onto plank belly open place plank indirect heat grill fish reach internal temperature degree f instantread thermometer approximately minute remove grill allow sit minute serve deboning serve"
"7276","remove skin head tail trout gently pull fillet bone leave even fine bone attach mix bowl gently shred fillet two fork remove fine bone now set aside cook celery onion butter mediumlow heat soften minute add pepper fish cool beat cream hold soft peak gently fold troutrefrigerate less hour day use var article typedata article typedatainitstepbystepimages"
"7277","place apple half cutside bake dish large enough hold single layer sprinkle sugar top breadcrumb mixture pour cup cider around apple cover bake minute uncover bake minute apple tender crumb crispy remove oven"
"7279","spread cornbread level inch bake pan bake oven spin-dry lightly toast minute place large bowl add pumpkin seed cumin paprika salt pepper mix meanwhile tear kale leave away tough center stem discard stem cut tear leave inch piece quart pan high heat bring quart water boil add kale cook tender bite minute drain good cool enough handle squeeze water leave inch fry pan mediumhigh heat cook bacon turn often brown crisp transfer paper towel drain drain discard teaspoon fat pan bacon cool enough handle crumble add cornbread mixture bowl place trout skin side pan batch necessary cook brown bottom minute turn wide spatula reduce heat medium cook fish barely opaque still moistlooking center thick part cut test minute long transfer trout plate cover foil keep warm add olive oil onion pan stir often onion limp minute stir kale vinegar lemon juice add kale mixture cornbread mixture mix good spoon cornbread salad equally onto four plate top serve trout fillet"
"7280","place smoke trout mix bowl break small piece add chive next ingredient combine good season salt pepper chill cover ready serve"
"7281","work surface use thin sharp knife cut trout fillet crosswise knife hold almost flat fish make thin slice leave intact skin behind arrange slice large glass bake dish slightly overlap necessary small bowl combine cup lemon juice sugar juniper berry whole peppercorn teaspoon salt pour marinade trout cover plastic wrap refrigerate hour use sharp knife peel orange lime grapefruit remove bitter white pith work bowl catch juice cut membrane release section transfer section large plate squeeze membrane bowl release juice discard membrane small bowl whisk olive oil remain tablespoon lemon juice mustard reserve citrus juice season salt crush pepper toss mesclun dress mound plate remove slice trout marinade scrape season arrange salad garnish citrus section celery fennel frond drizzle remain citrus dress serve right away"
"7282","remove discard skin fish finely chop fish place fish sour cream mayonnaise medium bowl mash fork stir chop onion carrot green bell pepper"
"7283","large bowl stir together flour lemon pepper salt thyme cayenne half lemon zest combine lemon juice remain lemon zest shallow dish soak fish fillet minute heat oil large skillet medium heat dip trout fillet flour mixture side coat shake excess place fillet hot oil cook minute side golden brown fish can flake fork discard leftover lemon juice remove skillet drain paper towel briefly serve garnish serve wedge lemon"
"7284","grate teaspoon zest grapefruit set aside trim end grapefruit cut away peel white pith work bowl cut along side membrane pare knife remove segment discard seed whisk sour cream tablespoon grapefruit juice grapefruit zest scallion tablespoon water teaspoon salt pepper bowltoss watercress endive lettuce celery onion large bowl add dress toss coat divide salad among shallow bowl top reserve grapefruit segment smoke troutper serve calorie fat g saturate g cholesterol mg sodium mg carbohydrate g fiber g protein gphotograph antonis achilleos"
"7285","mix neufchtel dill lemon zest small bowl blend spread tbsp cheese mixture tortilla arrange trout center top spinach heat medium nonstick fry pan medium heat whisk egg small bowl blend pour egg pan scramble set minute spoon egg spinach tortilla roll burrito tuck end"
"7286","bowl combine cream cheese shallot chop chive caper lemon juice season salt pepper spread english muffin caper cream cheese top smoke trout garnish chive piece serve"
"7288","preheat broiler high heat large nonstick skillet mediumhigh heat add bacon pan saut minute add onion bell pepper carrot thyme garlic saut minute stir mushroom saut minute place medium bowl cool slightly stir crabmeat parsley juice open trout flat book sprinkle trout evenly salt black pepper spoon cup mushroom mixture onto one side fish fold side cover arrange fish foillined broiler pan coat cook spray broil inch heat minute side desire degree doneness serve lemon wedge desire"
"7289","large saucepan cover potato cold water bring boil cook moderate heat outside tender center still hard minute drain cool run water peel potato coarse grate season salt pepper toss combine season trout salt pepper castiron griddle skillet melt tablespoon butter tablespoon oil spoon scant cup shred potato onto griddle flatten inch round set piece trout center cover spinach leaf top scant cup potato flatten cook potato cake moderately low heat crispy golden bottom minute carefully turn cake cook potato crisp golden trout cook minute long add butter oil necessary transfer paper towel drain serve hot repeat remain grate potato trout spinach serve potatotrout cake hot"
"7291","preheat oven degree f coarse grind oatmeal food processor transfer shallow dish season salt pepper beat egg milk another shallow dishcook bacon large skillet medium heat crisp minute transfer papertowellined plate remove reserve tablespoon drippings skillet add leek garlic skillet cook tender minute add parsley bacon salt pepper taste keep warmline bake sheet double layer paper towel dredge trout oat dip milk mixture oat turn coat heat reserve bacon drippings olive oil another large skillet mediumhigh heat fry trout batch golden one side minute flip fry cook minute transfer prepare bake sheet keep warm oven add vinegar skillet bring boil serve trout leek drizzle vinegar dress photograph kate mathis"
"7293","skin trout break fish large flake transfer trout bowl add remain lemoncaper mayonnaise chop olive red onion season salt pepper stir spread fish break still slightly chunky serve endive radish cucumber cauliflower floret"
"7294","combine first ingredient large bowl add watercress remain ingredient toss gently coat"
"7295","place potato medium saucepan cover water bring boil reduce heat simmer minute tender drain cool combine sour cream mayonnaise red wine vinegar salt freshly grind black pepper large bowl stir good whisk add potato smoke trout remain ingredient toss gently coat"
"7296","heat oven degree arrange fillet center parchment rectangle season salt pepper top tomato drizzle oil fold parchment close transfer rim bake sheet bake fish cook minute top basil serve"
"7297","heat oven degree arrange fillet center parchment rectangle season salt pepper top tomato drizzle oil fold parchment close transfer rim bake sheet bake fish cook minute top basil serve"
"7300","preheat oven remove skin trout rim bake sheet rub skin olive oil bake minute crisp flake trout inch piece bowl whisk cup oil lemon juice season salt pepper use sharp knife peel grapefruit remove bitter white pith work bowl cut membrane release section bowl cut section inch piece medium bowl gently toss avocado tablespoon dress large bowl toss arugula endive red onion tablespoon dress add grapefruit piece slice radish smoke trout remain dress toss gently add avocado spread salad plate break trout skin shard scatter salad serve"
"7302","preheat oven place fillet bake sheet lightly brush fillet teaspoon oil sprinkle salt black pepper combine breadcrumb next ingredient breadcrumb nutmeg small bowl pat breadcrumb mixture onto fillet drizzle teaspoon oil evenly fillet bake minute fish flake easily test fork garnish watercress sprig desire"
"7303","remove discard skin fish finely chop fish place fish sour cream mayonnaise medium bowl mash fork stir chop onion carrot green bell pepper"
"7304","preheat oven cut type pepper lengthwise remove seed vein lightly coat heavy skillet olive oil saut pepper give juice wilt season taste salt pepper place trout bake sheet heat oven minute serve pepper fresh lemon wedge freshly grate horseradish var article typedata article typedatainitstepbystepimages"
"7305","toast rye bread mince garlic finely almost paste mix butter set aside moment heat olive oil saute pan hot smoke add shallot pepper pinch sea salt saute min medium heat shallot start get translucent add green bean saute another minute everything tender still crunch add corn kernals saute minute take pan heat tear basil large piece stir combine heat will wilt basil cook add lemon juice maple syrup mustard tablespoon olive oil pinch sea salt blender blend combine pour corn pepper mixture toss coat veggies split corn pepper mixture two large soup bowl use small bowl plate serve appetizer break smoke trout large piece divide bowl place top corn mixture spread garlic butter toast rye bread still warn serve along side salad garnish piece purple basil dramatic flair"
"7306","melt butter small saucepan low heat fat will rise top milk solid will sink bottom skim white froth appear top strain clear yellow butter discard milk solid set aside drain pat grate potato celery root spin-dry press paper towel combine grate vegetable corn next ingredient large bowl stir flour egg shape vegetable mixture inch minicakes heat tablespoon clarify butter large nonstick skillet medium heat cook cake minute side golden repeat procedure remain butter cake place ounce piece smoke trout cake top horseradish crme frache golden beet relish serve warm"
"7308","preheat broiler combine first ingredient small bowl stir whisk add cranberry let stand minute spread teaspoon goat cheese bread slice arrange bread slice single layer bake sheet broil bread slice minute place cup salad green plate top serve ounce trout teaspoon pistachio drizzle teaspoon dress serve place cheese toast plate"
"7310","colander toss cucumber teaspoon salt let stand wilt minute pat spin-dry meanwhile soak guajillo chipotle chile boil water soften minute discard stem seed coarse chop chile light grill grill tomatillos high heat char minute discard char skin coarse chop tomatillos small skillet heat tablespoon vegetable oil add twothirds mince garlic onion cook moderate heat soften minute transfer blender add chop chile tomatillos cilantro mint puree sauce season salt pepper medium bowl toss wilt cucumber sour cream jalapeo parsley remain mince garlic season salt pepper brush trout fillet vegetable oil season salt pepper oil grate grill fish high heat skin side skin crisp minute turn fish grill just cook minute long transfer fish plate serve chiletomatillo sauce cucumber salad alongside"
"7313","whisk egg large bowl blend add trout cream cheese green onion chop dill season lightly salt generously pepper stir mix melt butter large nonstick skillet medium heat add egg mixture stir slowly egg just hold together cook still moist minute divide egg mixture among plate garnish dill sprig desire serve"
"7314","blender puree shallot vinegar mustard gradually blend oil season salt pepper arrange endive apple walnut trout watercress plate drizzle dress serve"
"7316","preheat oven combine squash thyme medium bowl crush garlic cleave add squash mixture drizzle tablespoon oil sprinkle teaspoon salt teaspoon pepper toss coat arrange squash mixture single layer bake sheet bake minute squash tender stir occasionally prepare grill place garlic cleave mini food processor process finely chop add tablespoon oil celery leave parsley juice teaspoon salt process finely chop sprinkle teaspoon salt remain teaspoon pepper evenly trout fillet brush fillet teaspoon oil place fillet skin side grill rack grill minute fish flake easily test fork keep warm slice remain cleave garlic heat large skillet high heat add remain teaspoon oil add slice garlic onion remain teaspoon salt cook minute onion begin brown add squash mixture cook minute hot stir pecan cook minute divide squash mixture evenly among plate top trout fillet spoon tablespoon pesto trout fillet"
"7318","preheat oven degree frinse fish good inside pat spin-dry paper towel place fish center square aluminum foil rub fish tablespoon olive oil side season fish inside salt pepper stuff cavity fish lemon slice clove slice garlic sprig rosemary parsley mint marjoram fold edge foil upwards create bowlshape drizzle fish tablespoon remain olive oil tablespoon white wine fold top side edge together tightly fish completely enclose airtight package fold edge downward fish tightly contain place pouch large bake sheet bake minute fish just cook flake easily pierce fork serve fish immediately shallow rim dinner plate large shallow bowl collect juice drizzle fish serve immediately"
"7319","place trout onto square aluminum foil open flesh face upwards one side fish season salt pepper half garlic half chop rosemary half parsley top fish thin slice butter rosemary sprig slice lemon squeeze one remain lemon slice fish enclose season inside fish wrap securely sheet aluminum foil wrap fish additional piece aluminum foil place fish coal campfire grill flame cook minute side can easily stick fork fish do cook time will vary depend size fish fire allow cool minute open serve"
"7320","medium bowl combine yogurt cucumber dill lemon zest olive oil salt pepper mix good set aside turn oven broiler coat broiler pan nonstick cook spray sprinkle fillet lemon pepper place broiler pan broil minute fish flake fork serve spoon yogurt sauce fish"
"7321","mix first ingredient small bowl season freshly grind black pepper can make day ahead cover chill bring room temperature use separate endive leave spread small amount cheese mixture base end leaf top trout piece garnish small dill sprig arrange fill leave platter can make hour ahead cover chill"
"7322","halve zucchini crosswise cut zucchini flesh seedy center coarse grate food processor grate box grater reach seedy center discard center food processor box grater coarse grate potato onion transfer grate zucchini potato onion colander squeeze spin-dry let stand minute squeeze transfer vegetable mixture large bowl add matzo meal egg lemon juice salt pepper stir combine medium skillet heat tablespoon vegetable oil shimmer drop pack teaspoon zucchini mixture skillet flatten back spoon cook latkes moderately high heat edge golden minute flip cook golden bottom minute drain paper towel repeat remain zucchini mixture add oil skillet need arrange latkes platter top one dollop sour cream little red pepper jelly smoke trout golden trout roe sprinkle scallion green serve warm"
"7323","preheat oven drain rinse grape leave set asidedivide ginger garlic slice lime slice evenly place cavity fish set asidecover bake sheet jellyroll pan rock salt depth inch arrange half grape leave top salt leave inch border place fish top leave cover fish leave tuck leave around fish place remain leave loosely fish cover fish leave inch layer rock salt bake minute remove fish oven let stand minute combine lime juice next ingredient lime juice serranos set asidecover large work surface newspaper tip bake sheet gently newspaper remove loose salt use small spatula gently remove fish still grape leave remove salt outside leave peel away leave discard arrange fish individual plate serve sauce sprinkle fish cilantronote can use technique fish include fillet steak use cut place ginger lime slice garlic slice top fish"
"7324","large salad bowl break smoke trout small piece discard bone tear frisee watercress small piece add bowl shave fennel shallot fine slice add bowl add apple fresh dill several grind black pepper prepare dress combine dress ingredient jar cover shake vigorously pour dress salad toss distribute"
"7328","preheat grill mediumhigh heat flat surface lie two sheet aluminum foil inch long overlap make one long wide sheet rinse trout pat spin-dry lie fish center foil inch apart sprinkle white wine melt butter lemon juice season parsley salt pepper fold foil loosely around fish crimp seam seal place packet grill cook minute fish cook"
"7329","food processor combine fromage blanc cream cheese garlic salt cayenne process smooth add smoke trout half orange zest pulse time just combine transfer bowl gently stir snip chive cover refrigerate hoursscoop mousse small souffl dish serve bowl let stand room temperature minute serve scatter remain orange zest chive length top mousse serve water biscuit make cupsnote pungent spread double amount smoke trout"
"7330","bowl soak shiitake tamarispiked boil water soften minute drain mushroom reserve tablespoon liquid food processor pulse mushroom reserve mushroom liquid parsley garlic shallot finely chop machine slowly add tablespoon oil transfer pesto small bowl season salt pepper place trout work surface use tweezer remove fine pin bone run along center fillet coat large nonstick bake sheet cook spray arrange trout skin side sheet heat remain teaspoon oil skillet add leek cook moderately high heat just wilt minute add wine season salt pepper cook liquid evaporate minute preheat oven sprinkle trout lemon juice season salt pepper spread onequarter pesto thin layer trout spoon leek top bake minute just trout cook"
"7331","use saltcured caper put small bowl cover water let soak minute remove salt rinse pat completely spin-dry brinepacked caper rinse good pat spin-dry quart pan high heat bring quart water boil add potato cook uncover tender pierce minute drain meanwhile pull discard skin trout break fish bitesize piece set quart pan mediumhigh heat hot add olive oil begin ripple add caper use potholder stand backthe oil may splatter cook stir berry open light brown crisp minute pour fine wire strainer cup glass measure reserve oil pour caper onto paper towel drain large serve bowl whisk oil caper lemon juice pepper stir potato add trout apple dill mix gently sprinkle fry caper top serve sour cream desire"
"7333","preheat oven cook asparagus large saucepan boil water minute drain plunge asparagus ice water drain pat spin-dry combine milk next ingredient egg white medium bowl stir whisk stir asparagus tablespoon cheese dill trout heat inch ovenproof skillet medium heat coat pan cook spray add oil onion pan cook minute stir occasionally pour egg mixture pan stir cook without stir minute edge begin set place pan oven bake minute egg just set remove oven sprinkle evenly remain tablespoon cheese preheat broiler broil frittata minute lightly brown remove oven let stand minute cut wedge"
"7336","soak wood chip water minute drain good combine lemon juice horseradish fillet large ziptop plastic bag seal marinate refrigerator minute turn bag occasionally prepare grill indirect grill heat one side low leave one side heat maintain temperature place wood chip hot coal place disposable aluminum foil pan unheated side grill pour cup water pan coat grill rack cook spray place grill remove fillet bag discard marinade sprinkle fillet teaspoon salt teaspoon pepper place fillet grill rack foil pan unheated side close lid cook minute fish flake easily test fork desire degree doneness combine remain teaspoon salt remain teaspoon pepper vinegar oil chili powder stir whisk combine green apple onion large bowl drizzle vinaigrette toss gently coat remove skin fillet discard skin break fillet piece serve salad sprinkle nut"
"7338","put milk wide dish put flour creole spice another wide dish stir combine season fish fillet salt pepper dip milk dredge season flour melt tablespoon butter large skillet mediumhigh heat add fillet cook side golden brown minute per side transfer fish serve platter add remain tablespoon butter skillet mediumhigh heat swirl skillet heat butter melt evenly cook butter turn brownish minute reduce heat mediumlow add almond cook stir gently nut toasty brown minute add lemon juice parsley dash salt spoon brown butter almond fish serve"
"7339","prepare mustardchive cream sauce preheat oven place bread food processor pulse time coarse crumb measure cup sprinkle cup breadcrumb bake sheet bake minute golden set aside combine remain cup breadcrumb mash potato next ingredient medium bowl shape mixture small patty place toast breadcrumb plate shallow dish dredge fish cake breadcrumb set aside coat fish cake side cook spray cook cake medium nonstick skillet mediumhigh heat minute side lightly brown top cake mustardchive cream sauce"
"7340","pile salad leave plate divide potato radish beetroot flake smoke trout mix horseradish crme frache enough milk make runny dress season drizzle salad"
"7343","rinse onion scallion fine sieve pat spin-dry transfer bowl add chive lime juice sesame oil tablespoon olive oil toss roll caviar two sheet plastic wrap inch thick transfer caviar cut board cut inch die add caviar bowl fold fish season salt pepper spoon tartare onto plate use inch ring mold guide desire drizzle olive oil garnish tomato herb sprig serve"
"7345","preheat oven f bowl combine trout scallion half lemon zest set aside sift flour bake powder mix bowl cut butter bit rub flour hand electric mixer combine egg cream remain zest mix flour mixture overmix divide dough half lightly flour surface roll portion dough inch thick cut one piece dough triangle measure inch side place tablespoon trout mixture center triangle paint edge triangle egg wash cut remain dough triangle top fill triangle dough crimp edge fork brush top scone egg wash place scone inch apart one two bake sheet bake minute golden var article typedata article typedatainitstepbystepimages"
"7346","flake fish large bowl stir quark horseradish sauce taste season black pepper squeeze lemon juicetoast bread top piece cucumber slice watercress spoon half trout pt top serve halve cherry tomato side"
"7347","bake recipe barbecue recipe blender recipe bread machine recipe convection oven recipe"
"7348","take empty jam jar lid put pinch salt good grind pepper plus mustard olive oil vinegar shake place jar fridge use want will last week cut beetroot quarter place bowl add cream horseradish tbsp dress stir good remove skin trout break fish piece size p mix together watercress beetroot top smoke trout"
"7349","flake trout transfer cup food processor blend butter shallot dill lemon juice hot sauce pepper smooth reserve remain trout motor run add water trout purée slow stream process water absorb minute transfer bowl fold reserve trout pack mixture cup glass ceramic mold bowl cover surface wax paper tightly cover plastic wrap chill less hour allow flavor develop bring spread room temperature serve will take hour spread can chill day"
"7353","heat oven cfan cgas heat bake sheet oven cook bulgar wheat accord pack drain cool fork lemon zest dilldivide bulgar wheat sheet bake parchment sandwich together fish fillet sit top sprinkle fennel spring onion lemon juice season tastewrap parcel put hot bake sheet bake oven min fish opaque feel firm top extra dill serve"
"7354","divide oven third preheat f bake minute prepare cookie sheet direct medium bowl whisk together flour bake soda salt cinnamon large bowl use sturdy spoon bowl electric mixer preferably paddle attachment beat butter soft creamy beat sugar scrape bowl beater use beat smooth beat egg vanilla scrape bowl stir slowly mixer low speed gradually work flour mixture oat raisin dough will feel stiff can make dough ahead cover refrigerate several hour drop dough onto prepare cookie sheet heap tablespoon place cookie inch apart bake minute time indicate altitude chart cookie golden brown long bake crisp will cool cookie wire rack cookie bake parchment bake mat simply slide cookie sheet onto wire rack cool cookie completely cool store airtight container pie sky successful bake high altitude susan g purdy c may william morrow cookbook imprint harper collins publisher"
"7355","whisk flour cornmeal chili powder salt xxinch bake dish blend pat trout spin-dry paper towel sprinkle trout cavity salt pepper coat trout cornmeal mixture heat tablespoon oil heavy large skillet mediumhigh heat add trout skillet cook trout opaque center crisp outside minute per side transfer trout plate wipe skillet heat remain tablespoon oil skillet mediumhigh heat add onion garlic serrano chili sauté onion tender minute add tomato clam juice lemon juice honey cook just liquid begin simmer minute remove skillet heat stir tarragon season salsa taste salt pepper spoon salsa trout sprinkle pumpkin seed serve ancho chili powder available spice section supermarket"
"7356","cook bulgar wheat accord pack instruction leave cool make dress whisk lemon juice garlic olive oil together season tastetip bulgar wheat bowl add tomato spring onion parsley mint pour dress stir combine flake trout chunk discard skin bone gently fold salad mix yogurt dill together small bowl add enough water give consistency pour cream season taste serve alongside salad drizzle top"
"7358","heat several inch oil large heavy dutch oven degree fwash pat spin-dry trout dredge trout flour lightly coat dip trout egg washfirmly pat trout grate parmesan entire fish coat fry approximately minute hot oil golden brown tablespoon lemon juice pasteurize egg yolk teaspoon salt cup clarify butter hot teaspoon cayenne pepper dash hot sauce although many recipe hollandaise recommend blender hollandaise sauce ease accuracy blender combine lemon juice egg yolk salt high speed drizzle hot butter mixture thick add cayenne hot sauce just do place ribbon hollandaise center trout professional recipe recipe provide chef restaurant culinary professional make large quantity food network kitchen chef test recipe proportion indicate therefore make representation result"
"7359","preheat oven small bowl toss ham mint parsley open trout work surface skin side rub flesh olive oil season salt pepper spread ham mixture one side trout close trout press flatten evenly secure trout inch bamboo skewer lightly rub trout olive oil refrigerate saucepan cover potato water bring boil boil tender minute drain let cool peel cut inch die meanwhile put fava bean strainer low saucepan boil potato water cook just tender minute transfer favas plate peel medium skillet heat tablespoon olive oil add garlic onion red pepper cook moderate heat soften minute add hominy smoke trout favas potato cook stir heat minute season salt pepper transfer mixture inch gratin dish arrange mozzarella slice top sprinkle parmesan lightly drizzle olive oil bake upper 3 oven minute sizzle mozzarella melt leave oven meanwhile heat tablespoon vegetable oil large skillet season trout salt pepper add trout skillet cook high heat brown crisp minute per side transfer trout bake sheet discard oil repeat remain tablespoon vegetable oil trout bake trout oven minute cook preheat broiler broil gratin minute richly brown top remove skewer transfer trout plate serve gratin alongside"
"7361","combine apple slice lemon juice medium bowl toss gently coat cut trout fillet lengthwise half cut half appleslicesize piece drain apple slice place platter top slice watercress sprig trout piece sprinkle pepper can make hour ahead cover chill serve"
"7365","combine flour teaspoon salt teaspoon black pepper gallon ziptop bag pat trout spin-dry toss coat bag season flour heat olive oil inch saute pan set mediumhigh heat shimmer carefully add trout pan cook side minute use tong fish spatula transfer trout inch glass bake dish reduce heat medium add onion cook translucent approximately minute add garlic cook additional minute add remain teaspoon salt teaspoon black pepper thyme coriander paprika white wine vinegar lemon zest decrease heat low simmer uncover minute remove heat pour marinade trout refrigerate uncover less hour serve serve cool room temperature sauce onion refrigerate cover hour"
"7367","preheat oven degree f drizzle trout olive oil season creole season put parchment line bake sheet place oven heat large saute pan medium heat melt tablespoon butter add new potato saute minute season salt pepperin another saute pan saute snap pea tablespoon butter minute season salt pepperin another saute pan saute asparagus remain tablespoon butter season salt pepper turn vegetable onto large platter keep warmfor sauce heat olive oil large saute pan season salt pepper oil hot add lovage green garlic crush red pepper cook minute place fish top vegetable potato pour sauce fish sprinkle little creole season combine ingredient thoroughly"
"7369","rinse pat spin-dry trout season inside salt pepper taste dredge trout flour heat tablespoon butter large skillet high heat melt add trout brown side low heat medium cook minute side cook remove trout serve plate keep warm wipe pan add tablespoon butter cook butter medium heat just begin brown add almond brown pour sauce almond fish sprinkle lemon juice parsley garnish fresh lemon slice"
